,Tweet Awal,Tweet Bersih
125,"Mau tanya serius ini sm presiden jokowi======= knp yg ada cm islam nusantara,knp tdk ada kristen nusantara,budha,hindu bahkan kong huchu nusantara???'",mau tanya serius ini sama presiden jokowi kenapa yang ada cuma islam nusantara kenapa tidak ada kristen nusantara buddha hindu bahkan kong hucu nusantara
126,KORSA: Pernyataan Moeldoko Bukti Istana Takut dengan Kebangkitan Umat Islam,kebersamaan pernyatan moeldoko bukti istana takut dengan kebangkitan umat islam
127,cowo yang jago drasex mana? sini ngentot sama adek - luvian',cowok yang jago drasex mana sini ngentot sama adik luvian
128,"USER kroasia itu kapir tauuu,ngapain blajar sm kapir...udh lupa sm kapling sorga??'",pengguna kroasia itu kafir tau apa belajar sama kafir sudah lupa sama kapling sorga
129,USER USER loh bukan nya mentri suharto ada yg homo?',pengguna pengguna lah bukan nya menteri soeharto ada yang homo
130,Gue tau loh bukan yang dulu yang masih culun dan cemen semua orang pasti akan berubah perlahan2 entah itu baik / buruk :)',gue tau lah bukan yang dulu yang masih culun dan takut semua orang pasti akan berubah perlahan entah itu baik buruk
131,Pada perang salib dulu itu kerajaan di Afrika terbagi dua yakni Babilonia pemeluk kristen dan Tobaco pemeluk islam',pada perang salib dulu itu kerajan di afrika terbagi dua yakni babilonia pemeluk kristen dan tobaco pemeluk islam
132,"Kejar setorang memang cukup bangsad, mana rupiah turun \xf0\x9f\x98\xa5'",kejar setoran memang cukup bangsat mana rupiah turun xf x f x xa
133,"Moga ini ada tindak lanjutnya!; ; Pelaporan terhadap ?penista agama? Ade Armando akan dilakukan langsung oleh Ketua Umum FPI KH. Shobri Lubis ke Bareskrim Mabes Polri, Gambir, Jakarta Pusat pada Selasa (10/4) pukul 13.00 WIB.; #Perhaps USER;",semoga ini ada tindak lanjutnya pelaporan terhadap penista agama adek armando akan dilakukan langsung oleh ketua umum front pembela islam kh shobri lubis ke badan reserse kriminal markas besar kepolisian republik indonesia gambir jakarta pusat pada selasa pukul waktu indonesia bagian barat perhaps pengguna
134,USER USER USER USER USER USER USER USER Bangke.. hajar!!!!',pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna bangkai hajar
135,USER USER USER .\nOnta mati klo kebanyakan Minum',pengguna pengguna pengguna onta mati kalau kebanyakan minum
136,URL Ahok tng mrka trus was-was hdpnya USER USER USER USER USER USER USER,uniform resource locator ahok tng mereka terus was was hidupnya pengguna pengguna pengguna pengguna pengguna pengguna pengguna
137,Itu baru di Sul Teng.. !!!,itu baru di sul teng
138,"6. Pride (Yunani; \xe1\xbd\x99\xcf\x80\xce\xb5\xcf\x81\xce\xb7\xcf\x86\xce\xb1\xce\xbd\xce\xaf\xce\xb1-hyper\xc4\x93phania) keangkuhan/harga diri/kesombongan\ndikenal juga dengan sebutan hubris/vanity. harga diri yang tinggi dapat merubah manusia sombong, kesombongan membuat manusia terkutuk dimata tuhan.dan dapat membuat manusia mencintai dirinya sendiri-'",pride yunani xe xbd x xcf x xce xb xcf x xce xb xcf x xce xb xce xbd xce xaf xce xb hyper xc x phania keangkuhan harga diri kesombongan dikenal juga dengan sebutan hubris vanity harga diri yang tingi dapat mengubah manusia sombong kesombongan membuat manusia terkutuk dimata tuhan dan dapat membuat manusia mencintai dirinya sendiri
139,"Aku bertanya tujuan pada hati\nLogikaku yg menjawab \nTapi hati tak tenang\nAku bertanya pada logika \nHatiku sedih \nKu cari jawaban dalam wasiat yg Beliau tinggalkan. \nDan aku mulai menjadi terasing dan asing di mata manusia. \nTak apa duhai diri, ada",aku bertanya tujuan pada hati logikaku yang menjawab tapi hati tak tenang aku bertanya pada logika hatiku sedih ku cari jawaban dalam wasiat yang beliau tingalkan dan aku mulai menjadi terasing dan asing di mata manusia tak apa duhai diri ada
140,USER Tak hanya kurang bertaji nya kpk era ini...tapi era ini juga komitmen dlm pemberantasan korupsi tdk spt di era Pak sby....,pengguna tak hanya kurang bertaji nya komisi pemberantasan korupsi era ini tapi era ini juga komitmen dalam pemberantasan korupsi tidak surat pemberitahuan tahunan di era pak susilo bambang yudhoyono
141,RT USER: Admin tolol di partai tolol\nPartai Tolol untuk orang Tolol',rt pengguna admin tolol di partai tolol partai tolol untuk orang tolol
142,"RT USER: Ayu Ting Ting Goyang Hot Dekat Raffi Ahmad, Nagita Slavina: Kampungan, Norak URL",rt pengguna ayu ting ting goyang hot dekat rafi ahmad nagita slavina kampungan norak uniform resource locator
143,Video ttg TKA dibuat oleh Malaysia tapi mengutip pernyataan saya di USER,video tg tenaga kerja asing dibuat oleh malaysia tapi mengutip pernyatan saya di pengguna
144,PPP: Jangan Buru-buru Tolak Wacana Pilkada Lewat� DPRD,p jangan buru buru tolak wacana pilihan kepala daerah lewat dewan perwakilan rakyat daerah
145,"Random pagi2 ada Bapak2 nyamperin ke meja kerja trus nanya ""pake bedak apa sih biar mukanya bersih, istri saya butek soalnya""\nIngin ku jawab pake air wudhu tapi ku Kristen.'",random pagi ada bapak menyamper ke meja kerja terus bertanya pakai bedak apa sih biar mukanya bersih istri saya butek soalnya ingin ku jawab pakai air wudhu tapi ku kristen
146,USER USER KO GUA KAMPRET',pengguna pengguna kok gue kampret
147,Memek lonte pengen disodok kontol gede',memek lonte ingin disodok kontol gede
148,Jokowi aja yg mundur. USER tutup. URL,jokowi saja yang mundur pengguna tutup uniform resource locator
149,"USER Ngomong opo itu.mulut kok seperti banci...beli kaca dulu lihat dirimu,. Broo'",pengguna berbicara apa itu mulut kok seperti banci beli kaca dulu lihat dirimu bro
150,USER Ada amin rasis.\nAda amat dani\nAda ratna si paiiit.\nAda si onta.\nAda si lobang anus.\nJdi jngan takut wo wo..\nKehabisan obat penenang yh.',pengguna ada amin racist nada amat dani nada ratna sih pahit nada sih onta nada sih lobang anus jadi jangan takut oi oi kehabisan obat penenang ya
151,USER Tunggu komando IMAM BEJAT CABUL USER . TAIK BEER \xf0\x9f\x8d\xba\n\nApe2 bawa ULAMA...\nDASAR Banj SEMPAK',pengguna tunggu komando imam bejat cabul pengguna tai ber xf x f x di xba dan kenapa bawa ulama dasar banj sempak
152,Kabinet berantakan \nPemecah belah persatuan hanya ad di rezim ini',kabinet berantakan pemecah belah persatuan hanya ada di rezim ini
153,"dih! Ngaku lebih pinter dr orang politik, NGACA DULU WOYY tampang loe aja k\xc3\xa6k orang BEGO!!! USER ckakakakak'",ih mengakui lebih pintar dari orang politik mengaca dulu oi tampang kamu saja k xc xa k orang bego pengguna wkwk
154,"#PDIPerjuanganMenang Dengan menekan perusahaan tambang dgn target proyek yang impossible, lalu dilelang murah pada antek Cina. NTB contoh kasus. PDIP mau menang? Dasar bajingan'",partai demokrasi indonesia perjuangan menang dengan menekan perusahan tambang dengan target proyek yang imposible lalu dilelang murah pada antek cina ntb contoh kasus partai demokrasi indonesia perjuangan mau menang dasar bajingan
155,USER USER ga caya sama mulut buaya mu bwang',pengguna pengguna tidak percaya sama mulut buaya mu bawang
156,"2019, jika SBY + PRABOWO menyatu melawan MEGA + JOKOWI , maka peristiwa 2004 akan terulang dimana PDIP yg Incumbent dikalahkan mutlak oleh SBY. ; ; Tp jk JKW+MEGA+SBY melawan PRABOWO, mk Pilpres selesai sudah. ; ; Jk 3 Poros di Pilpres, mk salah satu Lawan",jika susilo bambang yudhoyono prabowo menyatu melawan mega jokowi maka peristiwa akan terulang dimana partai demokrasi indonesia perjuangan yang incumbent dikalahkan mutlak oleh susilo bambang yudhoyono tetapi jika jokowi mega susilo bambang yudhoyono melawan prabowo mk pemilihan presiden selesai sudah jika poros di pemilihan presiden mk salah satu lawan
157,RT USER USER Jangan kayak BANCI KALENG kamu GATOT sering buat Gaduh gentleman lah MUNDUR siap bersaing di pemilihan presidens 2019 melawan Jokowi,rt pengguna pengguna jangan kayak banci kaleng kamu gatot sering buat gaduh gentleman lah mundur siap bersaing di pemilihan presiden melawan jokowi
158,bebal...,bebal
159,"5. Yang terakhir karena Indonesia negara dengan populasi muslim terbesar di dunia, yang mana Islam saat ini merupakan musuh barat &amp; Komunis karena dapat menghambat agenda dan kepentingan mereka.(Obviously)'",yang terakhir karena indonesia negara dengan populasi muslim terbesar di dunia yang mana islam sat ini merupakan musuh barat amp komunis karena dapat menghambat agenda dan kepentingan mereka obviously
160,USER USER umuh &gt,pengguna pengguna umuh begitu
161,USER USER Buat film muslim pilih ahok mati nggak di sholatin......,pengguna pengguna buat film muslim pilih ahok mati tidak di disalatkan
162,"tapi banu banu Yahudi itu tentu beda dgn banu banu Kristen Syriac. salah satu perbedaan ad banu Yahudi tetep pake ""eloah/ elohim/ yahwe/"" sedangkan Syriac sudah pake ""alah/ allah""'",tapi banu banu yahudi itu tentu beda dengan banu banu kristen suriah salah satu perbedan ada banu yahudi tetap pakai eloah elohim yahwe sedangkan suriah sudah pakai alah alah
163,USER Eh kenapa muka merah2 tu? Tak dpt cendol ke? Bukan la setan cuaca skrg ni panas.',pengguna eh kenapa muka merah itu tak dapat cendol ke bukan lah setan cuaca sekarang nih panas
164,Pemberitaan saracen diframing katak seakan tim prabowo dan anies-sandi. Seberulnya itu media menumpahkan sakit hati katak dan cebong. *Ehe,pemberitan saracen diframing katak seakan tim prabowo dan anies sandi sebenarnya itu media menumpahkan sakit hati katak dan cebong ehe
165,"Giat Bhabinkamtibmas Brigpol Mbs Sihombing pd hari ini, Rabu 11 April 2018 melaks sambang desa dan tatap muka sekaligus monitoring Kamtibmas menuju Pilkada 2018 di Desa Lobusiregar I, tepatnya dirumah Rudi Panjaitan, Helman Siahaan dan Hotman Siahaan",giat bhayangkara pembina keamanan dan ketertiban masyarakat brigadir polisi manajemen berbasis sekolah sihombing pada hari ini rabu april melaksanakan sambang desa dan tatap muka sekaligus memantau keamanan dan ketertiban masyarakat menuju pilihan kepala daerah di desa lobusiregar i tepatnya di rumah rudi panjaitan helman siahan dan hotman siahan
166,Syg bgt ya ngeliat perempuan kyk gini... Gak ada status apa2 tp udah nemplok sm laki-laki sana sini. Haduh....\nNagita Slavina Blak-blakan Sebut Ayu Ting Ting Kampungan \xe2\x80\x93 VIVA URL,sayang banget ya melihat perempuan kayak begini tidak ada status apa tetapi sudah menempel sama laki laki sana sini aduh nagita slavina blak blak sebut ayu ting ting kampungan xe x x viva uniform resource locator
167,USER Jgn lupa juga kang.... Umat katolik dan minorutas lainnya diperhatika. Gubernur untuk semua golongan bukan satu golongan.',pengguna jangan lupa juga kang umat katolik dan minoritas lainya diperhatikan gubernur untuk semua golongan bukan satu golongan
168,USER USER USER USER Kan ane bukan cebong udeh dibilangin dari maren masih ngeyel\nSitu maksa ane jadi cebong?',pengguna pengguna pengguna pengguna kan saya bukan cebong sudah dibilangi dari kemarin masih mengeyel situ memaksa saya jadi cebong
169,"USER Kelemahan gerindra itu ada di orang ini,...Prabowo turun elektabilitasnya karena CONGOR fadlizon spt DURNO'",pengguna kelemahan gerindra itu ada di orang ini prabowo turun elektabilitasnya karena congor fadli zon surat pemberitahuan tahunan durno
170,"Selamat Hari Kartini, setiap kali selalu dirayakan, lalu apa maknanya kali ini �?�?",selamat hari kartini setiap kali selalu dirayakan lalu apa maknanya kali ini
171,"Foto memang bisu ,tpi memiliki banyak arti yg sush diartikan,sma seperti kamu susah diartikan,mau putus atau lanjut ?'",foto memang bisu tetapi memiliki banyak arti yang susah diartikan sama seperti kamu susah diartikan mau putus atau lanjut
172,USER wakakakaka aku sudah mengalaminya \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 tetiba muncul grub wa a.n Bani Abd Hadi a.k.a mbahku dan seketika aku mek kenal beberapa orang saja \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\,pengguna wkwk aku sudah mengalaminya xf x f x x xf x f x x xf x f x x xf x f x x setibanya muncul grub wa a dan bani abdi hadi a k a mbahku dan seketika aku mek kenal beberapa orang saja xf x f xa xa xf x f xa xa xf x f xa
173,"abam pres badar n nuqaba pling boekkk�???, dia ni hebat dlm bidang agama, x tkut nk tgur member sndiri, n selalu wat lawak hambar (yg pling aku ingt smpai skrg lawak dia klau org ckp jom gerak skrg dia akn gerakkn badan dia yg chubby tu)�???,",ayah pres badar dan nuqaba paling boek dia nih hebat dalam bidang agama x takut natural killer tegur member sendiri dan selalu buat lawak hambar yang paling aku ingat sampai sekarang lawak dia kalau orang cukup jom gerak sekarang dia akan gerakn badan dia yang chuby itu
174,�??Seorang anak Pekan telah mengilhamkan Dasar Ekonomi Baru (DEB) dan menjadi penggerak utama kepada kemajuan ekonomi luar bandar. Beliau adalah Allahyarham Tun Abdul Razak�?? - DS USER #MalaysiaMemilih #HogohUndi,seorang anak pekan telah mengilhamkan dasar ekonomi baru deb dan menjadi pengerak utama kepada kemajuan ekonomi luar bandar beliau adalah alahyarham tun abdul razak ds pengguna malaysia memilih hogohundi
175,"USER USER Hahaha sialaaan nih si USER,; ; ternyata klo lg laper, ; presiden juga mau disikat sama doi�???�??�; ;",pengguna pengguna haha sialan nih sih pengguna ternyata kalau lagi lapar presiden juga mau disikat sama dia
176,"USER USER USER mau menasehati kali supaya ga ugal2an nih rezim.. eh tapi ini negeri sdh keburu ancor..nah skrg saja ekonomi morat marit,, kacaoooooo!!'",pengguna pengguna pengguna mau menasihati kali supaya tidak ugal an nih rezim eh tapi ini negeri sudah keburu hancur nah sekarang saja ekonomi moral menikah kacao
177,"USER aelaah silit kebeler,. ngapa dikasianin,., org makin sayang saya pak,.,\nsetelah kasus sosmed gw baru sadar bbrapa hal di seitansai kemarin.,.\ntar gw ceritain,., duuuhhh,. \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\x98\x85'",pengguna alah silit kebelet kenapa dikasihani orang makin sayang saya pak setelah kasus media sosial gue baru sadar berapa hal di satu instansi kemarin nanti gue ceritakan aduh xf x f xa xa xf x f xa xa xf x f x x
178,"USER iya, tdi cacad'",pengguna iya tadi cacat
179,"USER tahun 2019 Rakyat makan ASPAL dan BETON; ini adalah solusi jitu mengurangi kemiskinan; ; KEAHLIAN CEBONG HANYA 1, TUKANG TIPU !!!; cebong mah gitu, goblok nggak ketulungan. Plonga plongo mengakibatkan optimisme berlebihan; ; #2019GantiPresiden #",pengguna tahun rakyat makan aspal dan beton ini adalah solusi jitu mengurangi kemiskinan keahlian cebong hanya tukang tipu cebong adalah begitu goblok tidak ketulungan plonga plongo mengakibatkan optimisme berlebihan ganti presiden
180,"USER Aku pernah sempat baca ttg Harun Yahya ini yg 'membelot' ke kubu Yahudi dgn Freemasonry nya...kdg suka ga percaya...""",pengguna aku pernah sempat baca tg harun yahya ini yang membelot ke kubu yahudi dengan fremasonry nya kadang suka tidak percaya
181,Kita Maju Bersama Ulama ,kita maju bersama ulama
182,USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER,pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna
183,"#MukidiKepedean ; Pertanyaan mudah ya..; Dijawab yg keras , tapi Saya minta dijawab yg keras , siapa nama Saya ?",mukidi terlalu percaya diri pertanyan mudah ya dijawab yang keras tapi saya meminta dijawab yang keras siapa nama saya
184,USER Kemarin di hujat sekarang mengharap dasar para bani kamprey',pengguna kemarin di hujat sekarang mengharap dasar para bani kampret
185,"USER Penjelasan sy bukan FITNAH, silahkan DIBANTAH USER Apollinaris Darmawan Sebut Al-Quran Kitab Sampah",pengguna penjelasan saya bukan fitnah silakan dibantah pengguna apolinaris darmawan sebut al alquran kitab sampah
186,"Monyet aja koloe dbilang saudra sma elo pasti ogah, hdupmu kok gini amat ya.. Toe Hati apa comberan? USER'",monyet saja koloe dibilang saudara sama kamu pasti ogah hidupmu kok begini amat ya itu hati apa comberan pengguna
187,Body Lufra/ scrub dg bhn dasar lidah buaya utk mlembabkn kulit &amp,body lufra scrub dengan bahan dasar lidah buaya untuk melembabkan kulit amp
188,USER Tak punya cacat di masa lalu krn blum bermasa lalu',pengguna tak punya cacat di masa lalu karena belum bermasa lalu
189,USER USER jangan2 penganut bumi datar juga? \xf0\x9f\x98\x9d\nsoalnya teori bumi bulat kan dari orang asing yg notabane musuh mereka.',pengguna pengguna jangan penganut bumi datar juga xf x f x x di soalnya teori bumi bulat kan dari orang asing yang notabene musuh mereka
190,"Becak Warga Binjai Hendak Disita karena Gunakan Tenda Bertuliskan #2019GantiPresiden, PKS MERADANG; ; Bukti pemerintah panik dan takut?; ;",becak warga binjai hendak disita karena gunakan tenda bertuliskan ganti presiden partai keadilan sejahtera meradang bukti pemerintah panik dan takut
191,lebih baik jokowi mundur..,lebih baik jokowi mundur
192,Munas Alim Ulama PPP di semarang. menghasilkan lima rekomendasi syarat dan kriteria-kriteria bagi Calon Wakil Presiden yang akan mendampingi Bpk Jokowi di 2019 mendatang. #Romahurmuziy,musyawarah nasional alim ulama p di semarang menghasilkan lima rekomendasi syarat dan kriteria kriteria bagi calon wakil presiden yang akan mendampingi bapak jokowi di mendatang romahurmuziy
